(31, 4), (67, 28), 
(57, 24), (49, 17), 
(35, 5), (62, 25), 
(59, 26), (43, 10), 
(42, 11), (65, 26), 
(66, 34), (31, 2), 
(45, 14), (58, 24), 
(72, 40), (46, 16), 
(57, 25), (36, 9), 
(72, 40), (62, 29), 
(62, 31), (37, 7), 
(70, 36), (72, 36), 
(73, 40), (65, 32), 
(64, 30), (69, 31), 
(73, 41), (71, 38), 
(64, 27), (53, 20), 
(73, 39), (67, 33), 
(64, 28), (51, 18), 
(70, 35), (71, 36), 
(65, 28), (43, 13), 
(68, 31), (71, 33), 
(65, 30), (37, 11), 
(62, 29), (67, 31), 
(65, 29), (31, 8), 
(62, 28), (68, 29), 
(61, 30), (45, 16), 
(65, 31), (70, 33), 
(61, 31), (57, 25), 
(63, 29), (68, 32), 
(65, 30), (57, 25), 
(63, 30), (66, 32), 
(65, 31), (55, 25), 
(63, 30), (64, 31), 
(67, 31), (58, 26), 
(65, 31), (63, 30), 
(65, 26), (58, 25), 
(68, 30), (56, 26), 
(65, 26), (59, 27), 
(72, 31), (55, 25), 
(68, 24), (57, 25), 
(73, 30), (56, 26), 
(68, 26), (59, 25), 
(74, 30), (60, 26), 
(67, 25), (63, 25), 
(75, 30), (68, 28), 
(68, 27), (64, 24), 
(74, 32), (71, 30), 
(70, 28), (65, 26), 
(75, 31), (75, 31), 
(74, 28), (68, 27), 
(75, 31), (75, 33), 
(75, 28), (70, 27), 
(75, 33), (75, 32), 
(76, 30), (75, 31), 
(76, 34), (76, 34), 
(75, 31), (75, 32), 
(76, 36), (76, 34), 
(76, 32), (75, 32), 
(76, 35), (77, 34), 
(76, 32), (75, 31), 
(76, 35), (76, 34), 
(76, 34), (76, 32), 
(76, 35), (77, 33), 
(76, 33), (76, 30), 
(76, 35), (77, 34), 
(76, 31), (76, 31), 
(76, 34), (76, 32), 
(75, 30), (76, 31), 
(76, 34), (76, 32), 
(75, 31), (76, 31), 
(76, 34), (76, 32), 
(74, 30), (76, 30), 
(75, 32), (76, 32), 
(75, 31), (75, 29), 
(75, 33), (76, 32), 
(76, 30), (72, 28), 
(75, 31), (73, 30), 
(75, 28), (73, 28), 
(76, 31), (72, 30), 
(70, 29), (70, 29), 
(73, 32), (71, 31), 
(66, 29), (64, 28), 
(68, 31), (72, 30), 
(68, 29), (64, 29), 
(63, 30), (62, 29), 
(65, 29), (66, 29), 
(65, 30), (56, 29), 
(60, 28), (61, 28), 
(64, 30), (56, 27), 
(60, 27), (53, 26), 
(68, 29), (53, 27), 
(61, 28), (49, 25), 
(68, 30), (54, 27), 
(61, 28), (52, 27), 
(70, 31), (54, 28), 
(58, 27), (49, 26), 
(66, 30), (54, 28), 
(58, 27), (46, 25), 
(61, 28), (55, 28), 
(57, 27), (44, 25), 
(59, 27), (53, 27), 
(54, 27), (43, 25), 
(54, 27), (45, 26), 
(51, 27), (49, 26), 
(52, 26), (43, 24), 
(49, 27), (47, 26), 
(48, 26), (45, 26), 
(53, 24), (46, 23), 
(48, 24), (41, 23), 
(49, 21), (42, 21), 
(51, 24), (33, 21), 
(44, 21), (36, 22), 
(42, 18), (28, 19), 
(41, 22), (32, 21), 
(35, 17), (29, 20), 
(40, 22), (29, 20), 
(35, 18), (33, 21), 
(40, 20), (27, 16), 
(33, 15), (33, 20), 
(37, 22), (27, 20), 
(30, 15), (33, 22), 
(37, 23), (31, 22), 
(30, 17), (32, 23), 
(34, 19), (31, 22), 
(23, 9), (37, 22), 
(25, 10), (32, 21), 
(8, 1), (38, 21), 
(13, 3), (35, 21), 
(2, -2), (34, 19), 
(11, 3), (34, 21), 
(1, -2), (29, 17), 
(10, 2), (33, 21), 
(1, -2), (26, 15), 
(14, 5), (34, 21), 
(1, -2), (25, 14), 
(12, 4), (30, 19), 
(1, -2), (22, 13), 
(10, 3), (28, 17), 
(0, -2), (18, 9), 
(6, 0), (27, 16), 
